uidf,trial,age,usex,session,block,tid,chosen,rt,correct,target_color,target_sex,stim_i,im_color,im_id,im_sex,im_type,correctResponse,is_target
11,54,21,f,1,1,1055,2,701,0,y,m,1,b,i025ra-mn.jpg,m,fs,,0
11,54,21,f,1,1,1055,2,701,0,y,m,2,y,0386,f,fc,,0
11,54,21,f,1,1,1055,2,701,0,y,m,3,b,0246,m,fs,,0
11,54,21,f,1,1,1055,2,701,0,y,m,4,b,0617,m,fs,,0
11,54,21,f,1,1,1055,2,701,0,y,m,5,b,0575,m,fs,,0
11,54,21,f,1,1,1055,2,701,0,y,m,6,y,0335,m,t,6,1
11,54,21,f,1,1,1055,2,701,0,y,m,7,y,0419,f,fc,,0
11,54,21,f,1,1,1055,2,701,0,y,m,8,y,1090,f,fc,,0
11,55,21,f,1,1,1056,8,787,0,y,m,0,b,0222,m,fs,,0
11,55,21,f,1,1,1056,8,787,0,y,m,1,b,0552,m,fs,,0
11,55,21,f,1,1,1056,8,787,0,y,m,2,b,1131,m,fs,,0
11,55,21,f,1,1,1056,8,787,0,y,m,3,y,1138,f,fc,,0
11,55,21,f,1,1,1056,8,787,0,y,m,4,b,0987,m,fs,,0
11,55,21,f,1,1,1056,8,787,0,y,m,5,y,0628,f,fc,,0
11,55,21,f,1,1,1056,8,787,0,y,m,6,y,0168,m,t,6,1
11,55,21,f,1,1,1056,8,787,0,y,m,7,y,i306ua-fg.jpg,f,fc,,0
11,55,21,f,1,1,1056,8,787,0,y,m,8,y,1078,f,fc,,0
11,56,21,f,1,1,1057,2,610,0,y,m,0,y,0563,f,fc,,0
11,56,21,f,1,1,1057,2,610,0,y,m,1,b,0913,m,fs,,0
11,56,21,f,1,1,1057,2,610,0,y,m,2,y,0472,f,fc,,0
11,56,21,f,1,1,1057,2,610,0,y,m,3,y,i087ra-fn.jpg,f,fc,,0
11,56,21,f,1,1,1057,2,610,0,y,m,4,b,0877,m,fs,,0
11,56,21,f,1,1,1057,2,610,0,y,m,5,b,0729,m,fs,,0
11,56,21,f,1,1,1057,2,610,0,y,m,6,y,0602,m,t,6,1
11,56,21,f,1,1,1057,2,610,0,y,m,7,b,0805,m,fs,,0
11,56,21,f,1,1,1057,2,610,0,y,m,8,y,i609za-fg.jpg,f,fc,,0
11,57,21,f,1,1,1058,8,521,0,y,m,0,y,0986,f,fc,,0
11,57,21,f,1,1,1058,8,521,0,y,m,1,b,i058ra-mn.jpg,m,fs,,0
11,57,21,f,1,1,1058,8,521,0,y,m,2,y,0797,m,t,2,1
11,57,21,f,1,1,1058,8,521,0,y,m,3,b,0608,m,fs,,0
11,57,21,f,1,1,1058,8,521,0,y,m,4,b,0017,m,fs,,0
11,57,21,f,1,1,1058,8,521,0,y,m,5,b,0162,m,fs,,0
11,57,21,f,1,1,1058,8,521,0,y,m,6,y,1102,f,fc,,0
11,57,21,f,1,1,1058,8,521,0,y,m,7,y,0356,f,fc,,0
11,57,21,f,1,1,1058,8,521,0,y,m,8,y,0121,f,fc,,0
11,58,21,f,1,1,1059,7,540,1,y,m,0,b,0080,m,fs,,0
11,58,21,f,1,1,1059,7,540,1,y,m,1,b,0069,m,fs,,0
11,58,21,f,1,1,1059,7,540,1,y,m,2,b,0751,m,fs,,0
11,58,21,f,1,1,1059,7,540,1,y,m,3,y,0788,f,fc,,0
11,58,21,f,1,1,1059,7,540,1,y,m,4,y,0302,f,fc,,0
11,58,21,f,1,1,1059,7,540,1,y,m,5,b,1069,m,fs,,0
11,58,21,f,1,1,1059,7,540,1,y,m,6,y,i292ua-fn.jpg,f,fc,,0
11,58,21,f,1,1,1059,7,540,1,y,m,7,y,0960,m,t,7,1
11,58,21,f,1,1,1059,7,540,1,y,m,8,y,0483,f,fc,,0
11,59,21,f,1,1,1060,5,854,0,y,m,0,b,i278ua-mn.jpg,m,fs,,0
11,59,21,f,1,1,1060,5,854,0,y,m,1,y,0408,f,fc,,0
11,59,21,f,1,1,1060,5,854,0,y,m,2,y,1127,f,fc,,0
11,59,21,f,1,1,1060,5,854,0,y,m,3,b,1071,m,fs,,0
11,59,21,f,1,1,1060,5,854,0,y,m,4,b,0774,m,fs,,0
11,59,21,f,1,1,1060,5,854,0,y,m,5,y,0449,f,fc,,0
11,59,21,f,1,1,1060,5,854,0,y,m,6,y,0453,m,t,6,1
11,59,21,f,1,1,1060,5,854,0,y,m,7,b,1087,m,fs,,0
11,59,21,f,1,1,1060,5,854,0,y,m,8,y,i235ua-fn.jpg,f,fc,,0
11,60,21,f,1,1,1061,4,533,1,y,m,0,y,0209,f,fc,,0
11,60,21,f,1,1,1061,4,533,1,y,m,1,b,1053,m,fs,,0
11,60,21,f,1,1,1061,4,533,1,y,m,2,b,0923,m,fs,,0
11,60,21,f,1,1,1061,4,533,1,y,m,3,b,0075,m,fs,,0
11,60,21,f,1,1,1061,4,533,1,y,m,4,y,0003,m,t,4,1
11,60,21,f,1,1,1061,4,533,1,y,m,5,y,1008,f,fc,,0
11,60,21,f,1,1,1061,4,533,1,y,m,6,y,0349,f,fc,,0
11,60,21,f,1,1,1061,4,533,1,y,m,7,y,1112,f,fc,,0
11,60,21,f,1,1,1061,4,533,1,y,m,8,b,0258,m,fs,,0
11,61,21,f,1,1,1062,5,404,1,y,m,0,b,0813,m,fs,,0
11,61,21,f,1,1,1062,5,404,1,y,m,1,b,0857,m,fs,,0
11,61,21,f,1,1,1062,5,404,1,y,m,2,y,i076ra-fn.jpg,f,fc,,0
11,61,21,f,1,1,1062,5,404,1,y,m,3,y,1136,f,fc,,0
11,61,21,f,1,1,1062,5,404,1,y,m,4,y,i624ya-fn.jpg,f,fc,,0
11,61,21,f,1,1,1062,5,404,1,y,m,5,y,0743,m,t,5,1
11,61,21,f,1,1,1062,5,404,1,y,m,6,b,0049,m,fs,,0
11,61,21,f,1,1,1062,5,404,1,y,m,7,y,0631,f,fc,,0
11,61,21,f,1,1,1062,5,404,1,y,m,8,b,1046,m,fs,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,0,y,0850,f,fc,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,1,b,1092,m,fs,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,2,b,0200,m,fs,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,3,y,0424,f,fc,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,4,b,1109,m,fs,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,5,b,0173,m,fs,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,6,y,0412,f,fc,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,7,y,0941,f,fc,,0
11,62,21,f,1,1,1063,3,1395,0,y,m,8,y,0016,m,t,8,1
11,63,21,f,1,1,1064,2,649,1,y,m,0,b,0950,m,fs,,0
11,63,21,f,1,1,1064,2,649,1,y,m,1,y,1103,f,fc,,0
11,63,21,f,1,1,1064,2,649,1,y,m,2,y,0120,m,t,2,1
11,63,21,f,1,1,1064,2,649,1,y,m,3,y,0447,f,fc,,0
11,63,21,f,1,1,1064,2,649,1,y,m,4,y,0245,f,fc,,0
11,63,21,f,1,1,1064,2,649,1,y,m,5,b,0744,m,fs,,0
11,63,21,f,1,1,1064,2,649,1,y,m,6,b,0486,m,fs,,0
11,63,21,f,1,1,1064,2,649,1,y,m,7,b,0784,m,fs,,0
11,63,21,f,1,1,1064,2,649,1,y,m,8,y,0849,f,fc,,0
11,64,21,f,1,1,1065,2,644,0,y,m,0,b,0029,m,fs,,0
11,64,21,f,1,1,1065,2,644,0,y,m,1,b,0861,m,fs,,0
11,64,21,f,1,1,1065,2,644,0,y,m,2,y,0455,f,fc,,0
11,64,21,f,1,1,1065,2,644,0,y,m,3,y,1091,m,t,3,1
11,64,21,f,1,1,1065,2,644,0,y,m,4,y,0650,f,fc,,0
11,64,21,f,1,1,1065,2,644,0,y,m,5,b,0820,m,fs,,0
11,64,21,f,1,1,1065,2,644,0,y,m,6,y,1135,f,fc,,0
11,64,21,f,1,1,1065,2,644,0,y,m,7,b,1183,m,fs,,0
11,64,21,f,1,1,1065,2,644,0,y,m,8,y,i207ta-fn.jpg,f,fc,,0
11,65,21,f,1,1,1066,2,0,1,y,m,0,y,0336,f,fc,,0
11,65,21,f,1,1,1066,2,0,1,y,m,1,b,0161,m,fs,,0
11,65,21,f,1,1,1066,2,0,1,y,m,2,y,0692,m,t,2,1
11,65,21,f,1,1,1066,2,0,1,y,m,3,b,1010,m,fs,,0
11,65,21,f,1,1,1066,2,0,1,y,m,4,y,0393,f,fc,,0
11,65,21,f,1,1,1066,2,0,1,y,m,5,b,0497,m,fs,,0
11,65,21,f,1,1,1066,2,0,1,y,m,6,y,1072,f,fc,,0
11,65,21,f,1,1,1066,2,0,1,y,m,7,y,0762,f,fc,,0
11,65,21,f,1,1,1066,2,0,1,y,m,8,b,0019,m,fs,,0
11,66,21,f,1,1,1067,3,722,1,y,m,0,b,0535,m,fs,,0
11,66,21,f,1,1,1067,3,722,1,y,m,1,y,i619ya-fg.jpg,f,fc,,0
11,66,21,f,1,1,1067,3,722,1,y,m,2,y,0745,f,fc,,0
11,66,21,f,1,1,1067,3,722,1,y,m,3,y,0904,m,t,3,1
11,66,21,f,1,1,1067,3,722,1,y,m,4,b,0640,m,fs,,0
11,66,21,f,1,1,1067,3,722,1,y,m,5,y,1094,f,fc,,0
11,66,21,f,1,1,1067,3,722,1,y,m,6,b,0038,m,fs,,0
11,66,21,f,1,1,1067,3,722,1,y,m,7,b,i240ua-mn.jpg,m,fs,,0
11,66,21,f,1,1,1067,3,722,1,y,m,8,y,1047,f,fc,,0
11,67,21,f,1,1,1068,8,364,0,y,m,0,y,0267,f,fc,,0
11,67,21,f,1,1,1068,8,364,0,y,m,1,b,0488,m,fs,,0
11,67,21,f,1,1,1068,8,364,0,y,m,2,y,0439,f,fc,,0
11,67,21,f,1,1,1068,8,364,0,y,m,3,b,0597,m,fs,,0
11,67,21,f,1,1,1068,8,364,0,y,m,4,y,i600za-fn.jpg,f,fc,,0
11,67,21,f,1,1,1068,8,364,0,y,m,5,b,0183,m,fs,,0
11,67,21,f,1,1,1068,8,364,0,y,m,6,b,0511,m,fs,,0
11,67,21,f,1,1,1068,8,364,0,y,m,7,y,0169,m,t,7,1
11,67,21,f,1,1,1068,8,364,0,y,m,8,y,0963,f,fc,,0
11,68,21,f,1,1,1069,2,274,0,y,m,0,y,0694,f,fc,,0
11,68,21,f,1,1,1069,2,274,0,y,m,1,b,1099,m,fs,,0
11,68,21,f,1,1,1069,2,274,0,y,m,2,y,i088qa-fn.jpg,f,fc,,0
11,68,21,f,1,1,1069,2,274,0,y,m,3,b,0929,m,fs,,0
11,68,21,f,1,1,1069,2,274,0,y,m,4,y,i289ta-mg.jpg,m,t,4,1
11,68,21,f,1,1,1069,2,274,0,y,m,5,y,i618ya-fg.jpg,f,fc,,0
11,68,21,f,1,1,1069,2,274,0,y,m,6,b,i297ta-mn.jpg,m,fs,,0
11,68,21,f,1,1,1069,2,274,0,y,m,7,b,i255ua-mn.jpg,m,fs,,0
11,68,21,f,1,1,1069,2,274,0,y,m,8,y,0541,f,fc,,0
11,69,21,f,1,1,1070,6,229,1,y,m,0,y,0980,f,fc,,0
11,69,21,f,1,1,1070,6,229,1,y,m,1,b,0852,m,fs,,0
11,69,21,f,1,1,1070,6,229,1,y,m,2,y,0043,f,fc,,0
11,69,21,f,1,1,1070,6,229,1,y,m,3,y,i032qa-fn.jpg,f,fc,,0
11,69,21,f,1,1,1070,6,229,1,y,m,4,y,0112,f,fc,,0
11,69,21,f,1,1,1070,6,229,1,y,m,5,b,i081ra-mn.jpg,m,fs,,0
11,69,21,f,1,1,1070,6,229,1,y,m,6,y,0358,m,t,6,1
11,69,21,f,1,1,1070,6,229,1,y,m,7,b,0733,m,fs,,0
11,69,21,f,1,1,1070,6,229,1,y,m,8,b,0899,m,fs,,0
11,70,21,f,1,1,1071,3,198,0,y,m,0,y,0293,f,fc,,0
11,70,21,f,1,1,1071,3,198,0,y,m,1,b,0106,m,fs,,0
11,70,21,f,1,1,1071,3,198,0,y,m,2,b,1037,m,fs,,0
11,70,21,f,1,1,1071,3,198,0,y,m,3,y,0858,f,fc,,0
11,70,21,f,1,1,1071,3,198,0,y,m,4,y,0430,f,fc,,0
11,70,21,f,1,1,1071,3,198,0,y,m,5,y,1054,f,fc,,0
11,70,21,f,1,1,1071,3,198,0,y,m,6,b,0855,m,fs,,0
11,70,21,f,1,1,1071,3,198,0,y,m,7,b,0768,m,fs,,0
11,70,21,f,1,1,1071,3,198,0,y,m,8,y,i445xa-mg.jpg,m,t,8,1
11,71,21,f,1,1,1072,8,69,1,y,m,0,y,0437,f,fc,,0
11,71,21,f,1,1,1072,8,69,1,y,m,1,y,0444,f,fc,,0
11,71,21,f,1,1,1072,8,69,1,y,m,2,b,0829,m,fs,,0
11,71,21,f,1,1,1072,8,69,1,y,m,3,b,0310,m,fs,,0
11,71,21,f,1,1,1072,8,69,1,y,m,4,b,0792,m,fs,,0
11,71,21,f,1,1,1072,8,69,1,y,m,5,b,0614,m,fs,,0
11,71,21,f,1,1,1072,8,69,1,y,m,6,y,0978,f,fc,,0
11,71,21,f,1,1,1072,8,69,1,y,m,7,y,1059,f,fc,,0
11,71,21,f,1,1,1072,8,69,1,y,m,8,y,0838,m,t,8,1
11,72,21,f,1,1,1073,0,313,1,y,m,0,y,0037,m,t,0,1
11,72,21,f,1,1,1073,0,313,1,y,m,1,y,0568,f,fc,,0
11,72,21,f,1,1,1073,0,313,1,y,m,2,y,i421wa-fn.jpg,f,fc,,0
11,72,21,f,1,1,1073,0,313,1,y,m,3,y,i448xa-fn.jpg,f,fc,,0
11,72,21,f,1,1,1073,0,313,1,y,m,4,b,0114,m,fs,,0
11,72,21,f,1,1,1073,0,313,1,y,m,5,b,0865,m,fs,,0
11,72,21,f,1,1,1073,0,313,1,y,m,6,b,1141,m,fs,,0
11,72,21,f,1,1,1073,0,313,1,y,m,7,b,1073,m,fs,,0
11,72,21,f,1,1,1073,0,313,1,y,m,8,y,0600,f,fc,,0
11,73,21,f,1,1,1074,3,678,0,y,m,0,y,0365,f,fc,,0
11,73,21,f,1,1,1074,3,678,0,y,m,1,y,0698,m,t,1,1
11,73,21,f,1,1,1074,3,678,0,y,m,2,b,0868,m,fs,,0
11,73,21,f,1,1,1074,3,678,0,y,m,3,y,0347,f,fc,,0
11,73,21,f,1,1,1074,3,678,0,y,m,4,b,0274,m,fs,,0
11,73,21,f,1,1,1074,3,678,0,y,m,5,y,0655,f,fc,,0
11,73,21,f,1,1,1074,3,678,0,y,m,6,b,i243ua-mn.jpg,m,fs,,0
11,73,21,f,1,1,1074,3,678,0,y,m,7,b,1093,m,fs,,0
11,73,21,f,1,1,1074,3,678,0,y,m,8,y,0636,f,fc,,0
11,74,21,f,1,1,1075,3,148,1,y,m,0,b,i205ta-mn.jpg,m,fs,,0
11,74,21,f,1,1,1075,3,148,1,y,m,1,b,0363,m,fs,,0
11,74,21,f,1,1,1075,3,148,1,y,m,2,y,1128,f,fc,,0
11,74,21,f,1,1,1075,3,148,1,y,m,3,y,0338,m,t,3,1
11,74,21,f,1,1,1075,3,148,1,y,m,4,b,0708,m,fs,,0
11,74,21,f,1,1,1075,3,148,1,y,m,5,y,0308,f,fc,,0
11,74,21,f,1,1,1075,3,148,1,y,m,6,y,0480,f,fc,,0
11,74,21,f,1,1,1075,3,148,1,y,m,7,y,1083,f,fc,,0
11,74,21,f,1,1,1075,3,148,1,y,m,8,b,0339,m,fs,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,0,y,0647,f,fc,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,1,y,1176,f,fc,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,2,b,0565,m,fs,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,3,y,i018ra-fn.jpg,f,fc,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,4,b,i423wa-mn.jpg,m,fs,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,5,y,0018,f,fc,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,6,b,0153,m,fs,,0
11,75,21,f,1,1,1076,7,1511,1,y,m,7,y,0364,m,t,7,1
11,75,21,f,1,1,1076,7,1511,1,y,m,8,b,i438xa-mn.jpg,m,fs,,0
11,76,21,f,1,1,1077,6,485,1,y,m,0,b,0948,m,fs,,0
11,76,21,f,1,1,1077,6,485,1,y,m,1,y,i037ra-fn.jpg,f,fc,,0
11,76,21,f,1,1,1077,6,485,1,y,m,2,y,1158,f,fc,,0
11,76,21,f,1,1,1077,6,485,1,y,m,3,b,0474,m,fs,,0
11,76,21,f,1,1,1077,6,485,1,y,m,4,y,0981,f,fc,,0
11,76,21,f,1,1,1077,6,485,1,y,m,5,b,0716,m,fs,,0
11,76,21,f,1,1,1077,6,485,1,y,m,6,y,0093,m,t,6,1
11,76,21,f,1,1,1077,6,485,1,y,m,7,b,0127,m,fs,,0
11,76,21,f,1,1,1077,6,485,1,y,m,8,y,i434wa-fn.jpg,f,fc,,0
11,77,21,f,1,1,1078,2,135,1,y,m,0,b,0370,m,fs,,0
11,77,21,f,1,1,1078,2,135,1,y,m,1,y,i615za-fn.jpg,f,fc,,0
11,77,21,f,1,1,1078,2,135,1,y,m,2,y,0616,m,t,2,1
11,77,21,f,1,1,1078,2,135,1,y,m,3,b,0898,m,fs,,0
11,77,21,f,1,1,1078,2,135,1,y,m,4,y,1126,f,fc,,0
11,77,21,f,1,1,1078,2,135,1,y,m,5,y,1079,f,fc,,0
11,77,21,f,1,1,1078,2,135,1,y,m,6,b,0206,m,fs,,0
11,77,21,f,1,1,1078,2,135,1,y,m,7,b,0282,m,fs,,0
11,77,21,f,1,1,1078,2,135,1,y,m,8,y,i031qa-fn.jpg,f,fc,,0
11,78,21,f,1,1,1079,1,404,0,y,m,0,y,i413xa-fn.jpg,f,fc,,0
11,78,21,f,1,1,1079,1,404,0,y,m,1,y,0446,f,fc,,0
11,78,21,f,1,1,1079,1,404,0,y,m,2,y,i064ra-mn.jpg,m,t,2,1
11,78,21,f,1,1,1079,1,404,0,y,m,3,y,i607ya-fn.jpg,f,fc,,0
11,78,21,f,1,1,1079,1,404,0,y,m,4,b,i414wa-mn.jpg,m,fs,,0
11,78,21,f,1,1,1079,1,404,0,y,m,5,b,i200ua-mg.jpg,m,fs,,0
11,78,21,f,1,1,1079,1,404,0,y,m,6,b,i010qa-mn.jpg,m,fs,,0
11,78,21,f,1,1,1079,1,404,0,y,m,7,b,i439wa-mn.jpg,m,fs,,0
11,78,21,f,1,1,1079,1,404,0,y,m,8,y,0351,f,fc,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,0,y,i272ta-fg.jpg,f,fc,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,1,b,0203,m,fs,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,2,b,0685,m,fs,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,3,y,0103,m,t,3,1
11,79,21,f,1,1,1080,1,1719,0,y,m,4,y,0317,f,fc,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,5,b,0551,m,fs,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,6,y,0401,f,fc,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,7,y,0290,f,fc,,0
11,79,21,f,1,1,1080,1,1719,0,y,m,8,b,0611,m,fs,,0
11,80,21,f,1,1,1081,7,357,1,y,m,0,b,1014,m,fs,,0
11,80,21,f,1,1,1081,7,357,1,y,m,1,y,0314,f,fc,,0
11,80,21,f,1,1,1081,7,357,1,y,m,2,y,0344,f,fc,,0
11,80,21,f,1,1,1081,7,357,1,y,m,3,b,i089qa-mn.jpg,m,fs,,0
11,80,21,f,1,1,1081,7,357,1,y,m,4,b,1168,m,fs,,0
11,80,21,f,1,1,1081,7,357,1,y,m,5,b,1039,m,fs,,0
11,80,21,f,1,1,1081,7,357,1,y,m,6,y,0676,f,fc,,0
11,80,21,f,1,1,1081,7,357,1,y,m,7,y,1055,m,t,7,1
11,80,21,f,1,1,1081,7,357,1,y,m,8,y,1202,f,fc,,0
11,81,21,f,1,1,1082,4,432,1,y,m,0,y,i302ta-fn.jpg,f,fc,,0
11,81,21,f,1,1,1082,4,432,1,y,m,1,b,i070qa-mn.jpg,m,fs,,0
11,81,21,f,1,1,1082,4,432,1,y,m,2,y,i086qa-fn.jpg,f,fc,,0
11,81,21,f,1,1,1082,4,432,1,y,m,3,b,0567,m,fs,,0
11,81,21,f,1,1,1082,4,432,1,y,m,4,y,0046,m,t,4,1
11,81,21,f,1,1,1082,4,432,1,y,m,5,b,0334,m,fs,,0
11,81,21,f,1,1,1082,4,432,1,y,m,6,b,1095,m,fs,,0
11,81,21,f,1,1,1082,4,432,1,y,m,7,y,0506,f,fc,,0
11,81,21,f,1,1,1082,4,432,1,y,m,8,y,i248ua-fn.jpg,f,fc,,0
11,82,21,f,1,1,1083,1,355,1,y,m,0,b,0553,m,fs,,0
11,82,21,f,1,1,1083,1,355,1,y,m,1,y,0512,m,t,1,1
11,82,21,f,1,1,1083,1,355,1,y,m,2,y,i404xa-fn.jpg,f,fc,,0
11,82,21,f,1,1,1083,1,355,1,y,m,3,b,0186,m,fs,,0
11,82,21,f,1,1,1083,1,355,1,y,m,4,y,1044,f,fc,,0
11,82,21,f,1,1,1083,1,355,1,y,m,5,y,0967,f,fc,,0
11,82,21,f,1,1,1083,1,355,1,y,m,6,y,0727,f,fc,,0
11,82,21,f,1,1,1083,1,355,1,y,m,7,b,0171,m,fs,,0
11,82,21,f,1,1,1083,1,355,1,y,m,8,b,0596,m,fs,,0
11,83,21,f,1,1,1084,6,511,0,y,m,0,y,i051qa-fn.jpg,f,fc,,0
11,83,21,f,1,1,1084,6,511,0,y,m,1,y,0726,m,t,1,1
11,83,21,f,1,1,1084,6,511,0,y,m,2,b,i228ua-mg.jpg,m,fs,,0
11,83,21,f,1,1,1084,6,511,0,y,m,3,y,0260,f,fc,,0
11,83,21,f,1,1,1084,6,511,0,y,m,4,b,0750,m,fs,,0
11,83,21,f,1,1,1084,6,511,0,y,m,5,b,0309,m,fs,,0
11,83,21,f,1,1,1084,6,511,0,y,m,6,y,0637,f,fc,,0
11,83,21,f,1,1,1084,6,511,0,y,m,7,b,0753,m,fs,,0
11,83,21,f,1,1,1084,6,511,0,y,m,8,y,i431xa-fn.jpg,f,fc,,0
11,84,21,f,1,1,1085,2,0,1,y,m,0,b,0180,m,fs,,0
11,84,21,f,1,1,1085,2,0,1,y,m,1,y,i605ya-fn.jpg,f,fc,,0
11,84,21,f,1,1,1085,2,0,1,y,m,2,y,1029,m,t,2,1
11,84,21,f,1,1,1085,2,0,1,y,m,3,b,0320,m,fs,,0
11,84,21,f,1,1,1085,2,0,1,y,m,4,b,i012qa-mn.jpg,m,fs,,0
11,84,21,f,1,1,1085,2,0,1,y,m,5,y,1018,f,fc,,0
11,84,21,f,1,1,1085,2,0,1,y,m,6,y,i033ra-fn.jpg,f,fc,,0
11,84,21,f,1,1,1085,2,0,1,y,m,7,b,i041ra-mn.jpg,m,fs,,0
11,84,21,f,1,1,1085,2,0,1,y,m,8,y,1089,f,fc,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,0,b,0230,m,fs,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,1,y,0145,f,fc,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,2,b,0761,m,fs,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,3,y,i057ra-fn.jpg,f,fc,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,4,b,0174,m,fs,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,5,y,0140,f,fc,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,6,b,0340,m,fs,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,7,y,0141,f,fc,,0
11,85,21,f,1,1,1086,5,1599,0,y,m,8,y,0968,m,t,8,1
11,86,21,f,1,1,1087,4,479,1,y,m,0,b,0054,m,fs,,0
11,86,21,f,1,1,1087,4,479,1,y,m,1,y,0337,f,fc,,0
11,86,21,f,1,1,1087,4,479,1,y,m,2,b,1030,m,fs,,0
11,86,21,f,1,1,1087,4,479,1,y,m,3,y,0378,f,fc,,0
11,86,21,f,1,1,1087,4,479,1,y,m,4,y,0228,m,t,4,1
11,86,21,f,1,1,1087,4,479,1,y,m,5,b,i056qa-mn.jpg,m,fs,,0
11,86,21,f,1,1,1087,4,479,1,y,m,6,b,0195,m,fs,,0
11,86,21,f,1,1,1087,4,479,1,y,m,7,y,0385,f,fc,,0
11,86,21,f,1,1,1087,4,479,1,y,m,8,y,0316,f,fc,,0
11,87,21,f,1,1,1088,6,961,1,y,m,0,b,0887,m,fs,,0
11,87,21,f,1,1,1088,6,961,1,y,m,1,b,0237,m,fs,,0
11,87,21,f,1,1,1088,6,961,1,y,m,2,y,i226ta-fg.jpg,f,fc,,0
11,87,21,f,1,1,1088,6,961,1,y,m,3,y,0255,f,fc,,0
11,87,21,f,1,1,1088,6,961,1,y,m,4,b,0642,m,fs,,0
11,87,21,f,1,1,1088,6,961,1,y,m,5,y,0417,f,fc,,0
11,87,21,f,1,1,1088,6,961,1,y,m,6,y,0272,m,t,6,1
11,87,21,f,1,1,1088,6,961,1,y,m,7,b,0039,m,fs,,0
11,87,21,f,1,1,1088,6,961,1,y,m,8,y,i245ua-fn.jpg,f,fc,,0
11,88,21,f,1,1,1089,2,130,0,y,m,0,b,0533,m,fs,,0
11,88,21,f,1,1,1089,2,130,0,y,m,1,b,1157,m,fs,,0
11,88,21,f,1,1,1089,2,130,0,y,m,2,y,0327,f,fc,,0
11,88,21,f,1,1,1089,2,130,0,y,m,3,y,1194,f,fc,,0
11,88,21,f,1,1,1089,2,130,0,y,m,4,y,i403wa-fn.jpg,f,fc,,0
11,88,21,f,1,1,1089,2,130,0,y,m,5,b,0933,m,fs,,0
11,88,21,f,1,1,1089,2,130,0,y,m,6,y,0221,f,fc,,0
11,88,21,f,1,1,1089,2,130,0,y,m,7,b,0475,m,fs,,0
11,88,21,f,1,1,1089,2,130,0,y,m,8,y,0133,m,t,8,1
11,89,21,f,1,1,1090,4,487,0,y,m,0,b,1192,m,fs,,0
11,89,21,f,1,1,1090,4,487,0,y,m,1,y,i211ua-fn.jpg,f,fc,,0
11,89,21,f,1,1,1090,4,487,0,y,m,2,y,0579,f,fc,,0
11,89,21,f,1,1,1090,4,487,0,y,m,3,b,0502,m,fs,,0
11,89,21,f,1,1,1090,4,487,0,y,m,4,y,0945,f,fc,,0
11,89,21,f,1,1,1090,4,487,0,y,m,5,y,0407,f,fc,,0
11,89,21,f,1,1,1090,4,487,0,y,m,6,b,0187,m,fs,,0
11,89,21,f,1,1,1090,4,487,0,y,m,7,y,0625,m,t,7,1
11,89,21,f,1,1,1090,4,487,0,y,m,8,b,0299,m,fs,,0
11,90,21,f,1,1,1091,6,490,0,y,m,0,b,i009ra-mn.jpg,m,fs,,0
11,90,21,f,1,1,1091,6,490,0,y,m,1,b,0627,m,fs,,0
11,90,21,f,1,1,1091,6,490,0,y,m,2,y,0973,m,t,2,1
11,90,21,f,1,1,1091,6,490,0,y,m,3,b,0155,m,fs,,0
11,90,21,f,1,1,1091,6,490,0,y,m,4,y,0366,f,fc,,0
11,90,21,f,1,1,1091,6,490,0,y,m,5,y,i293ua-fn.jpg,f,fc,,0
11,90,21,f,1,1,1091,6,490,0,y,m,6,y,0910,f,fc,,0
11,90,21,f,1,1,1091,6,490,0,y,m,7,b,i259ta-mn.jpg,m,fs,,0
11,90,21,f,1,1,1091,6,490,0,y,m,8,y,i062qa-fn.jpg,f,fc,,0
11,91,21,f,1,1,1092,6,360,0,y,m,0,b,0566,m,fs,,0
